File	Creator	Issue	Volume	Journal	ISSN	ID	Citation	Title	Place Labe	Language	Publisher	Date
History_1a-rdf.tsv	Taylor, C.	2	48	GREECE AND ROME	0017-3835	(Uk)RN104431987	GREECE AND ROME 48(2), 154-172. (2001)	Bribery in Athenian Politics Part II: Ancient Reaction and Perceptions	xxk	eng	OXFORD UNIVERSITY PRESS	2001
History_1a-rdf.tsv	Klippel, W. E.	11	28	JOURNAL OF ARCHAEOLOGICAL SCIENCE	0305-4403	(Uk)RN104457654	JOURNAL OF ARCHAEOLOGICAL SCIENCE 28(11), 1191-1198. (2001)	Sugar Monoculture, Bovid Skeletal Part Frequencies, and Stable Carbon Isotopes: Interpreting Enslaved African Diet at Brimstone Hill, St Kitts, West Indies	xxk	eng	Academic Press	2001
History_1a-rdf.tsv	Kaufmann, T. D.	3	62	JOURNAL OF THE HISTORY OF IDEAS	0022-5037	(Uk)RN104636834	JOURNAL OF THE HISTORY OF IDEAS 62(3), 523-542. (2001)	Antiquarianism, the History of Objects, and the History of Art before Winckelmann	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	2001
History_1a-rdf.tsv	Morton, D.	3	17	AMERICAN HERITAGE OF INVENTION AND TECHNOLOGY	8756-7296	(Uk)RN104699236	AMERICAN HERITAGE OF INVENTION AND TECHNOLOGY 17(3), 36-41. (2002)	Through the millennia, the art of tattooing has been the subject of many innovations. One of the most important came from no less a figure than Thomas Edison	xxu	eng	AMERICAN HERITAGE	2002
History_1a-rdf.tsv	Brinson, B.	1	99	REGISTER- KENTUCKY HISTORICAL SOCIETY	0023-0243	(Uk)RN104705900	REGISTER- KENTUCKY HISTORICAL SOCIETY 99(1), 5-52. (2001)	"An Interview with Governor Ned Breathitt on Civil Rights: ""The most significant thing that I have ever had a part in"""	xxu	eng	KENTUCKY HISTORICAL SOCIETY	2001
History_1a-rdf.tsv	Adams, M.	3	33	INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES	0361-7882	(Uk)RN104708456	INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES 33(3), 724-725. (2000)	Harris, Transatlantic Dialogue: Contemporary Art In and Out of Africa	xxu	eng	AFRICAN STUDIES CENTER AT BOSTON UNIVERSITY	2000
History_1a-rdf.tsv	Styles, J.	DEC	51	HISTORY TODAY	0018-2753	(Uk)RN104879081	HISTORY TODAY 51(DEC), 44-50. (2001)	INNOVATION AND DESIGN IN TUDOR AND STUART BRITAIN	xxk	eng	HISTORY TODAY LTD	2001
History_1a-rdf.tsv	Ferens, D.	2	27	AMERASIA JOURNAL	0044-7471	(Uk)RN105219532	AMERASIA JOURNAL 27(2), 186-188. (2001)	THE HEART OF HYACINTH. By Winnifred Eaton/Onoto Watanna. Edited and introduced by Samina Najmi	xxu	eng	UNIVERSITY OF CALIFORNIA	2001
History_1a-rdf.tsv	Mechling, J.	2	42	AMERICAN STUDIES -LAWRENCE-	0026-3079	(Uk)RN105228030	AMERICAN STUDIES -LAWRENCE- 42(2), 67-70. (2001)	Introduction: Martha Stewart and Taste Cultures	xxu	eng	MID-AMERICA AMERICAN STUDIES ASSOCIATION	2001
History_1a-rdf.tsv	Marling, K. A.	2	42	AMERICAN STUDIES -LAWRENCE-	0026-3079	(Uk)RN105228089	AMERICAN STUDIES -LAWRENCE- 42(2), 133-138. (2001)	The Revenge of Mrs. Santa Claus or Martha Stewart Does Christmas	xxu	eng	MID-AMERICA AMERICAN STUDIES ASSOCIATION	2001
History_1a-rdf.tsv	Linrothe, R.	10	32	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN105532970	ORIENTATIONS -HONG KONG- 32(10), 52-63. (2001)	Deconsecration and Discovery: The Art of Karsha's Kadampa Chorten Revealed	cc	eng	ORIENTATIONS MAGAZINE LTD	2001
History_1a-rdf.tsv	Tarlton, C. D.	4	22	HISTORY OF POLITICAL THOUGHT	0143-781X	(Uk)RN105842405	HISTORY OF POLITICAL THOUGHT 22(4), 587-618. (2001)	The Despotical Doctrine of Hobbes, Part I: The Liberalization of Leviathan	ne	eng	IMPRINT ACADEMIC	2001
History_1a-rdf.tsv	Prescott, C.	2	34	NORWEGIAN ARCHAEOLOGICAL REVIEW	0029-3652	(Uk)RN105923053	NORWEGIAN ARCHAEOLOGICAL REVIEW 34(2), 112-113. (2001)	Joakim Goldhahn: Sagaholm - hallristningar och gravritual [Sagaholm - Rock Art and Burial Practice]	no	eng	SCANDINAVIAN UNIVERSITY PRESS	2001
History_1a-rdf.tsv	Frayne, B.	2	60	AFRICAN STUDIES -JOHANNESBURG THEN ABINGDON-	0002-0184	(Uk)RN105955613	AFRICAN STUDIES -JOHANNESBURG- 60(2), 205-224. (2001)	Home is Where the Heart Is: Namibians on Cross-Border Migration and Regional Integration	sa	eng	CARFAX PUBLISHING LIMITED	2001
History_1a-rdf.tsv	Clark, M. T.	2	45	ORBIS	0030-4387	(Uk)RN106115874	ORBIS -PHILADELPHIA- 45(2), 175-191. (2001)	Seven worries about START III	xxu	eng	JAI PRESS INC	2001
History_1a-rdf.tsv	Teeter, E.	3	12	KMT -SAN FRANCISCO-	1053-0827	(Uk)RN106163534	KMT -SAN FRANCISCO- 12(3), 22-35. (2001)	The Egyptian Collection of the SEATTLE ART MUSEUM	xxu	eng	KMT COMMUNICATIONS	2001
History_1a-rdf.tsv	Bosma, H. M.	4	27	KARTOGRAFISCH TIJDSCHRIFT	0167-5788	(Uk)RN106168880	KARTOGRAFISCH TIJDSCHRIFT 27(4), 23-26. (2001)	Overzichtskaart Gelderse Poort, Totstandkoming en bespreking	ne		NVK-PUBLIKATIEREEKS	2001
History_1a-rdf.tsv	Kleinitz, C.	290	75	ANTIQUITY -OXFORD-	0003-598X	(Uk)RN106169998	ANTIQUITY -OXFORD- 75(290), 799-800. (2001)	Rock art in sub-Saharan Mali	xxk	eng	ANTIQUITY PUBLICATIONS	2001
History_1a-rdf.tsv	Mguni, S.	290	75	ANTIQUITY -OXFORD-	0003-598X	(Uk)RN106170034	ANTIQUITY -OXFORD- 75(290), 807-808. (2001)	`The king's monuments'? Research into the formlings in the rock art of Zimbabwe	xxk	eng	ANTIQUITY PUBLICATIONS	2001
History_1a-rdf.tsv	Johnston, A.	290	75	ANTIQUITY -OXFORD-	0003-598X	(Uk)RN106170150	ANTIQUITY -OXFORD- 75(290), 889-890. (2001)	On Archaic Greek orientalizing - weird or woolly? Marinatos The goddess and the warrior: the naked goddess and Mistress of Animals in early Greek religion &amp; Shanks Art and the early Greek state: an interpretive archaeology	xxk	eng	ANTIQUITY PUBLICATIONS	2001
History_1a-rdf.tsv	Delaney, L.	6	6	EUROPEAN LEGACY	1084-8770	(Uk)RN106298865	EUROPEAN LEGACY 6(6), 741-750. (2001)	Representing Belief? A Look at Forms of Contemporary Visual Art in Northern Ireland	xxk	eng	MIT PRESS	2001
History_1a-rdf.tsv	Behring, R.	12	49	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN106356956	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN THEN METROPOL VERLAG- 49(12), 1123-1124	Willy Brandt. Zwei Vaterlander. Deutsch-Norweger im schwedischen Exil - Ruckkehr nach Deutschland 1940-1947. Bearbeitet von Einhart Lorenz. Bonn 2000	gw	ger		
History_1a-rdf.tsv	Wiegel, G.	12	49	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN106357018	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN THEN METROPOL VERLAG- 49(12), 1132-1133	PETER NOVICK: Nach dem Holocaust. Der Umgang mit dem Massenmord. Munchen/Stuttgart 2001	gw	ger		
History_1a-rdf.tsv	Carpenter, J. T.	4	56	MONUMENTA NIPPONICA	0027-0741	(Uk)RN106534834	MONUMENTA NIPPONICA 56(4), 570-571. (2001)	Frank Lloyd Wright and the Art of Japan: The Architect's Other Passion. By Julia Meech	ja	eng	MONUMENTA NIPPONICA	2001
History_1a-rdf.tsv	Fried, J.	3	273	HISTORISCHE ZEITSCHRIFT	0018-2613	(Uk)RN106547208	HISTORISCHE ZEITSCHRIFT 273(3), 561-594. (2001)	Erinnerung und Vergessen. Die Gegenwart stiftet die Einheit der Vergangenheit	gw	ger	BOEHLAU VERLAG HISTORISCHE ANTHROPOLOGIE	2001
History_1a-rdf.tsv	Riggs, C.	1	106	AMERICAN JOURNAL OF ARCHAEOLOGY	0002-9114	(Uk)RN107373305	AMERICAN JOURNAL OF ARCHAEOLOGY 106(1), 85-102. (2002)	Facing the Dead: Recent Research on the Funerary Art of Ptolemaic and Roman Egypt	xxu	eng	ARCHAEOLOGICAL INSTITUTE OF AMERICA	2002
History_1a-rdf.tsv	Padgett, J. M.	1	106	AMERICAN JOURNAL OF ARCHAEOLOGY	0002-9114	(Uk)RN107373536	AMERICAN JOURNAL OF ARCHAEOLOGY 106(1), 135-136. (2002)	NEILS AND WALBERG, Corpus Vasorum Antiquorum. USA 35: The Cleveland Museum of Art 2	xxu	eng	ARCHAEOLOGICAL INSTITUTE OF AMERICA	2002
History_1a-rdf.tsv	Classen, A.	3	24	GERMAN STUDIES REVIEW	0149-7952	(Uk)RN107392520	GERMAN STUDIES REVIEW 24(3), 595-596. (2001)	Frederick G. Meyer/Emily Emmart Trueblood/John L. Heller, eds. The Great Herbal of Leonhart Fuchs. De historia stirpium commentarii insignes, 1542	xxu	eng	THE GERMAN STUDIES ASSOCIATION	2001
History_1a-rdf.tsv	Norris, D. A.	1	80	SLAVONIC AND EAST EUROPEAN REVIEW	0037-6795	(Uk)RN107493049	SLAVONIC AND EAST EUROPEAN REVIEW 80(1), 110-111. (2002)	Hawkesworth, Celia. Voices in the Shadows: Women and Verbal Art in Serbia and Bosnia	xxk	eng	MODERN HUMANITIES RESEARCH ASSOCIATION	2002
History_1a-rdf.tsv	Crockett, A.	11	9	LONDON ARCHAEOLOGIST	0024-5984	(Uk)RN107569560	LONDON ARCHAEOLOGIST 9(11), 295-299. (2001)	The archaeological landscape of Imperial College Sports Ground part I, prehistoric	xxk	eng	LONDON ARCHAEOLOGIST ASSOCIATION	2001
History_1a-rdf.tsv	Barber, B.	11	9	LONDON ARCHAEOLOGIST	0024-5984	(Uk)RN107569571	LONDON ARCHAEOLOGIST 9(11), 300-307. (2001)	`Saving the Globe?': Part I, archaeological excavation occasioned by the redevelopment of the Anchor Terrace Car Park, Park Street SEI	xxk	eng	LONDON ARCHAEOLOGIST ASSOCIATION	2001
History_1a-rdf.tsv	Hopkins, D.	FEB	52	HISTORY TODAY	0018-2753	(Uk)RN107609878	HISTORY TODAY 52(FEB), 19-25. (2002)	ART AND INDUSTRY: COALBROOKDALE AND THE GREAT EXHIBITION	xxk	eng	HISTORY TODAY LTD	2002
History_1a-rdf.tsv	Linenthal, E.	4	23	PUBLIC HISTORIAN	0272-3433	(Uk)RN107641282	PUBLIC HISTORIAN 23(4), 127-128. (2001)	At Memory's Edge: After-Images of the Holocaust in Contemporary Art and Architecture by James Young	xxu	eng	UNIVERSITY OF CALIFORNIA	2001
History_1a-rdf.tsv	Koman, R. G.	2	16	MAGAZINE OF HISTORY	0882-228X	(Uk)RN107797592	MAGAZINE OF HISTORY 16(2), 40-47. (2002)	Two Tales of Southern Success: Diversity Helps Chart a Community	xxu	eng	ORGANIZATION OF AMERICAN HISTORIANS	2002
History_1a-rdf.tsv	Guegan, S.	4	48	REVUE D HISTOIRE MODERNE ET CONTEMPORAINE	0048-8003	(Uk)RN108401126	REVUE D HISTOIRE MODERNE ET CONTEMPORAINE 48(4), 260-261. (2001)	Philip NORD, Impressionists and Politics. Art and Democracy in Nineteenth Century	fr	fre	SOCIETE D'HISTOIRE MODERNE ET CONTEMPORAINE	2001
History_1a-rdf.tsv	Yoshida, Y.	6	20	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY AND APPLIED HUMAN SCIENCE	1345-3475	(Uk)RN108465682	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY AND APPLIED HUMAN SCIENCE 20(6), 363-368. (2001)	Epidemiological Study on Improving the QOL and Oral Conditions of the Aged-Part 1: The Relationship between the Status of Tooth Preservation and QOL	ja	eng	JAPAN SOCIETY OF PHYSIOLOGICAL ANTHROPOLOGY	2001
History_1a-rdf.tsv	Yoshida, Y.	6	20	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY AND APPLIED HUMAN SCIENCE	1345-3475	(Uk)RN108465694	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY AND APPLIED HUMAN SCIENCE 20(6), 369-374. (2001)	Epidemiological Study on Improving the QOL and Oral Conditions of the Aged-Part 2: Relationship between Tooth Loss ad Lifestyle Factors for Adults Men	ja	eng	JAPAN SOCIETY OF PHYSIOLOGICAL ANTHROPOLOGY	2001
History_1a-rdf.tsv	Estes, T.	2	109	VIRGINIA MAGAZINE OF HISTORY AND BIOGRAPHY	0042-6636	(Uk)RN108783527	VIRGINIA MAGAZINE OF HISTORY AND BIOGRAPHY 109(2), 127-158. (2001)	The Art of Presidential Leadership: George Washington and the Jay Treaty	xxu	eng	THE VIRGINIA HISTORICAL SOCIETY	2001
History_1a-rdf.tsv	Dick, M. B.	3	36	CANADIAN JOURNAL OF HISTORY	0008-4107	(Uk)RN109172480	CANADIAN JOURNAL OF HISTORY 36(3), 534-535. (2001)	J.W. Baldwin, Aristocratic Life in Medieval France: The Romances of Jean Renart and Gerbert de Montreuil, 1190-1230	xxc	eng	JOURNAL OF HISTORY CO. LTD.	2001
History_1a-rdf.tsv	Anderson, R. D.	470	117	ENGLISH HISTORICAL REVIEW	0013-8266	(Uk)RN109181729	ENGLISH HISTORICAL REVIEW 117(470), 134-135. (2002)	Brock and Curthoys (ed.), The History of the University of Oxford. Vol. VII: Nineteenth-Century Oxford, Part 2	xxk	eng	LONGMAN GROUP LIMITED	2002
History_1a-rdf.tsv	Tarlton, C. D.	1	23	HISTORY OF POLITICAL THOUGHT	0143-781X	(Uk)RN109309151	HISTORY OF POLITICAL THOUGHT 23(1), 61-89. (2002)	The Despotical Doctrine of Hobbes, Part II: Aspects of the Textual Substructure of Tyranny in Leviathan	ne	eng	IMPRINT ACADEMIC	2002
History_1a-rdf.tsv		1	59	WILLIAM AND MARY QUARTERLY	0043-5597	(Uk)RN109474770	WILLIAM AND MARY QUARTERLY 59(1), 135-136	THE MAKING OF A SLAVE CONSPIRACY, PART 2	xxu	eng		
History_1a-rdf.tsv	Wild, M.	3	27	HISTORY OF EUROPEAN IDEAS	0191-6599	(Uk)RN109583674	HISTORY OF EUROPEAN IDEAS 27(3), 319-322. (2001)	Christopher Smart and the Enlightenment	xxk	eng	PERGAMON PRESS	2001
History_1a-rdf.tsv	Simek, J. F.	2	20	SOUTHEASTERN ARCHAEOLOGY	0734-578X	(Uk)RN109674928	SOUTHEASTERN ARCHAEOLOGY 20(2), 142-153. (2001)	The Context of Late Prehistoric Cave Art: The Art and Archaeology of 11th Unnamed Cave, Tennessee	xxu	eng	SOUTHEASTERN ARCHAEOLOGICAL CONFERENCE	2001
History_1a-rdf.tsv	Cristol, H.	3	34	WASHINGTON MONTHLY	0043-0633	(Uk)RN109848141	WASHINGTON MONTHLY 34(3), 12-14. (2002)	Desperately Seeking Status With a clever lawyer, you, too, can start a 9-11 charity-and give nothing to the victims	xxu	eng	WASHINGTON MONTHLY COMPANY	2002
History_1a-rdf.tsv	Miyatsuji, A.	1	21	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY AND APPLIED HUMAN SCIENCE	1345-3475	(Uk)RN109859357	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY AND APPLIED HUMAN SCIENCE 21(1), 67-74. (2002)	Effects of Clothing Pressure Caused by Different Types of Brassieres on Autonomic Nervous System Activity Evaluated by Heart Rate Variability Power Spectral Analysis	ja	eng	JAPAN SOCIETY OF PHYSIOLOGICAL ANTHROPOLOGY	2002
History_1a-rdf.tsv	Chances, E.	1	61	SLAVIC REVIEW	0037-6779	(Uk)RN109933144	SLAVIC REVIEW 61(1), 194-195. (2002)	Marina Balina, Nancy Condee, and Evgeny Dobrenko, eds., Endquote: Sots-Art Literature and Soviet Grand Style	xxu	eng	AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SLAVIC	2002
History_1a-rdf.tsv	Connelly, M. L.	1	22	HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION	0143-9685	(Uk)RN109948469	HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION 22(1), 21-28. (2002)	The Great War, Part 13: The Devil is Coming	xxk	eng	CARFAX PUBLISHING COMPANY	2002
History_1a-rdf.tsv	Galotala, A.	1	40	AMERICAN STUDIES INTERNATIONAL	0003-1321	(Uk)RN109997171	AMERICAN STUDIES INTERNATIONAL 40(1), 4-33. (2002)	FROM BOHEMIANISM TO RADICALISM: THE ART OF THE LIBERATOR	xxu	eng	GEORGE WASHINGTON UNIVERSITY	2002
History_1a-rdf.tsv	Safran, J.	1	34	INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES	0020-7438	(Uk)RN110072120	INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES 34(1), 131-134. (2002)	MANUELA MARIN, ED., The Formation of al-Andalus. Part 1: History and Society, and MARIBEL FIERRO AND JULIO SAMSO, ED., The Formation of al-Andalus, Part 2. Language, Religion, Culture and the Sciences	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Svasek, M.	1	11	CONTEMPORARY EUROPEAN HISTORY	0960-7773	(Uk)RN110105083	CONTEMPORARY EUROPEAN HISTORY 11(1), 67-86. (2002)	Contacts: Social Dynamics in the Czechoslovak State-Socialist Art World	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Pijning, E.	03-Apr	25	ITINERARIO -LEIDEN-	0165-1153	(Uk)RN110478860	ITINERARIO -LEIDEN- 25(3/4), 224-225. (2001)	Bart De Prins, Eddy Stols and Johan Verberckmoes eds, Brasil: Cultures and Economies of Four Continents/Cultures et Economies de Quatre Continents	ne	eng	LEIDEN UNIVERSITY	2001
History_1a-rdf.tsv	Vink, M.	03-Apr	25	ITINERARIO -LEIDEN-	0165-1153	(Uk)RN110478896	ITINERARIO -LEIDEN- 25(3/4), 231-232. (2001)	Jos Gommans, Lennart Bes, and Gijs Kruijtzer eds, Dutch Sources on South Asia, c. 1600-1825	ne	eng	LEIDEN UNIVERSITY	2001
History_1a-rdf.tsv	Johnston, M. D.	02-Mar	7	MEDIEVAL ENCOUNTERS	1380-7854	(Uk)RN110635163	MEDIEVAL ENCOUNTERS 7(2/3), 243-246. (2001)	HARVEY J. HAMES, The Art of Conversion: Christianity and Kabbalah in the Thirteenth Century	ne	eng	E.J. BRILL	2001
History_1a-rdf.tsv	Inel, B.	2	38	MIDDLE EASTERN STUDIES	0026-3206	(Uk)RN111038491	MIDDLE EASTERN STUDIES 38(2), 205-212. (2002)	Discovering the Missing Heroines: The Role of Women Painters in Early Modernist Art in Turkey	xxk	eng	FRANK CASS & CO LTD	2002
History_1a-rdf.tsv	Mills, K.	1	30	JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY	0308-6534	(Uk)RN111148399	JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY 30(1), 135-137. (2002)	Art on the Jesuit Missions in Asia and Latin America, 1542-1773 by Gauvin Alexander Bailey	xxk	eng	FRANK CASS AND COMPANY LIMITED	2002
History_1a-rdf.tsv	Burroughs, P.	1	30	JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY	0308-6534	(Uk)RN111148480	JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY 30(1), 153-156. (2002)	My Indian Peregrinations: The Private Letters of Charles Stewart Hardinge 1844-1847 edited by Bawa Satinder Singh	xxk	eng	FRANK CASS AND COMPANY LIMITED	2002
History_1a-rdf.tsv	Pecirkova, J.	1	70	ARCHIV ORIENTALNI	0044-8699	(Uk)RN111198676	ARCHIV ORIENTALNI 70(1), 85-86. (2002)	Andreas Fuchs - Simo Parpola, The Correspondence of Sargon II, Part III. Letters from Babylonia and the Eastern Provinces	xr	eng	ACADEMIA PUBLISHING HOUSE	2002
History_1a-rdf.tsv	Kalka, P.	1	58	PRZEGLAD ZACHODNI	0033-2437	(Uk)RN111213574	PRZEGLAD ZACHODNI 58(1), 224-225. (2002)	Rolf Caesar, Hans-Eckart Scharrer (Hrsg.), Die Zukunft Europas im Lichte der Agenda 2000	pl		POZNANSKA DRUKARNIA NAUKOWA	2002
History_1a-rdf.tsv	LaRubia-Prado, F.	2	1	JOURNAL OF SPANISH CULTURAL STUDIES	1463-6204	(Uk)RN111221327	JOURNAL OF SPANISH CULTURAL STUDIES 1(2), 135-152. (2001)	Franco as cyborg: `The body re-formed by politics: part flesh, part machine'	xxk	eng	CARFAX PUBLISHING	2001
History_1a-rdf.tsv	Schaefer, W.	1	61	JOURNAL OF ASIAN STUDIES -ANN ARBOR-	0021-9118	(Uk)RN111364886	JOURNAL OF ASIAN STUDIES -ANN ARBOR- 61(1), 234-236. (2002)	WU, Exhibiting Experimental Art in China	xxu	eng	Association For Asian Studies	2002
History_1a-rdf.tsv	Henrichsen, D.	1	28	JOURNAL OF SOUTHERN AFRICAN STUDIES	0305-7070	(Uk)RN111425670	JOURNAL OF SOUTHERN AFRICAN STUDIES 28(1), 212-213. (2002)	Jan-Bart Gewald, Herero Heroes. A Socio-political History of the Herero of Namibia 1890-1923	xxk	eng	OXFORD UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Jakubowski, C.	3	50	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN111431220	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN THEN METROPOL VERLAG- 50(3), 285-286	Studentisches Aufbegehren in der fruhen DDR. Der Widerstand gegen die Umwandlung der Greifswalder medizinischen Fakultat in eine militarmedizinische Ausbildungsstatte im Jahr 1955. Herausgegeben von HEINZ-PETER SCHMIEDEBACH/KARL-HEINZ SPIESS. Stuttgart 2001	gw	ger		
History_1a-rdf.tsv	Deschamps, E.	1	9	EUROPEAN REVIEW OF HISTORY	1350-7486	(Uk)RN111460905	EUROPEAN REVIEW OF HISTORY 9(1), 85-98. (2002)	L'Europeen (1929-1940): a Cultural Review at the Heart of the Debate on the European Identity	xxk	fre	CARFAX PUBLISHING COMPANY	2002
History_1a-rdf.tsv	Perlove, S.	2	25	DUTCH CROSSING	0309-6564	(Uk)RN111527076	DUTCH CROSSING 25(2), 243-290. (2001)	Perceptions of Jewish Otherness: The Critical Response to the Jews of Rembrandt's Art and Milieu (1800-1945)	xxk	eng	UNIVERSITY COLLEGE LONDON	2001
History_1a-rdf.tsv	Snider, L.	1	35	HISTORY TEACHER -LONG BEACH-	0018-2745	(Uk)RN111580297	HISTORY TEACHER -LONG BEACH- 35(1), 89-101. (2001)	A Lasting Impression: French Painters Revolutionize the Art World	xxu	eng	THE UNIVERSITY PRESS	2001
History_1a-rdf.tsv	Sorgenfrei, C. F.	1	19	ASIAN THEATRE JOURNAL	0742-5457	(Uk)RN111622838	ASIAN THEATRE JOURNAL 19(1), 238-239. (2002)	Japan Playwrights Association, ed., Half a Century of Japanese Theater: The 1990s, Part 2	xxu	eng	UNIVERSITY OF HAWAII PRESS	2002
History_1a-rdf.tsv	Armstrong, H.	1	19	ASIAN THEATRE JOURNAL	0742-5457	(Uk)RN111622887	ASIAN THEATRE JOURNAL 19(1), 250-252. (2002)	David G. Goodman, Concerned Theatre Japan: The Graphic Art of the Japanese Theatre, 1960-1980 (CD-ROM)	xxu	eng	UNIVERSITY OF HAWAII PRESS	2002
History_1a-rdf.tsv	Young, T.	4	71	AFRICA -LONDON- INTERNATIONAL AFRICAN INSTITUTE-	0001-9720	(Uk)RN111684479	AFRICA -LONDON- INTERNATIONAL AFRICAN INSTITUTE- 71(4), 724-726. (2001)	LENNART WOHLGEMUTH, SAMANTHA GIBSON, STEPHAN KLASEN AND EMMA ROTHSCHILD (eds), Common Security and Civil Society in Africa	xxk	eng	INTERNATIONAL AFRICAN INSTITUTE	2001
History_1a-rdf.tsv	Marschall, S.	1	19	INDICATOR SOUTH AFRICA	0259-188X	(Uk)RN111690662	INDICATOR SOUTH AFRICA 19(1), 81-88. (2002)	`BREAK THE SILENCE' HARNESSING ART TO FIGHT HIV/AIDS	sa	eng	UNIVERSITY OF NATAL	2002
History_1a-rdf.tsv	Bachrach, B. S.	01-Apr	28	RUSSIAN HISTORY	0094-288X	(Uk)RN111726085	RUSSIAN HISTORY 28(1/4), 47-62	Tacitus' Sarmation Cavalry Lance: The Victory of Art over History	xxu	eng		
History_1a-rdf.tsv	Miller, J. E.	2	83	MID AMERICA -CHICAGO-	0026-2927	(Uk)RN111739882	MID AMERICA -CHICAGO- 83(2), 71-94. (2001)	Regionalism during the 1930s: A Democratic Art with Continuing Appeal	xxu	eng	LOYOLA UNIVERSITY OF CHICAGO	2001
History_1a-rdf.tsv	Barnes, C. F.	2	77	SPECULUM -MASSACHUSETTS-	0038-7134	(Uk)RN111854750	SPECULUM -MASSACHUSETTS- 77(2), 485-486. (2002)	Le carnet de Villard de Honnecourt: L'art et les techniques d'un constructeur gothique	xxu	eng	MEDIEVAL ACADEMY OF AMERICA	2002
History_1a-rdf.tsv	Todesca, J. J.	2	77	SPECULUM -MASSACHUSETTS-	0038-7134	(Uk)RN111855079	SPECULUM -MASSACHUSETTS- 77(2), 539-541. (2002)	Grierson, Philip, and Travaini, Lucia, Medieval European Coinage with a Catalogue of the Coins in the Fitzwilliam Museum, Cambridge, 14: Italy, part 3: South Italy, Sicily, Sardinia	xxu	eng	MEDIEVAL ACADEMY OF AMERICA	2002
History_1a-rdf.tsv	Corngold, S.	3	35	EIGHTEENTH CENTURY STUDIES	0013-2586	(Uk)RN111886179	EIGHTEENTH CENTURY STUDIES 35(3), 497-509. (2002)	The Aesthetic Will: Rethinking the Drive to Art from the Perspective of Holderlin's Hyperion; David Halliburton, On the Fateful Discourse of Worldly Things; Hansjorg Bay, ed. `Hyperion': Terra incognita, Expeditionen in Holderlins Roman	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	2002
History_1a-rdf.tsv	Parvanova, Z.	4	37	ETUDES BALKANIQUES	0324-1645	(Uk)RN111926463	ETUDES BALKANIQUES 37(4), 52-68. (2001)	Programme and Organisational Transformations of National Movements in European Turkey (1910-1912). Part One. Legal Political Organisations	bu	eng	ACADEMIE BULGARE DES SCIENCES	2001
History_1a-rdf.tsv	Kubbig, B. W.	4	46	AMERICAN STUDIES -STUTTGART THEN MUNICH THEN HEIDELBERG-	0340-2827	(Uk)RN111940228	AMERICAN STUDIES -STUTTGART THEN MUNICH THEN HEIDELBERG- 46(4), 495-524. (2001)	Introduction: The US Hegemon in the `American Century.' The State of the Art and the German Contributions	gw	eng	WILHELM FINK VERLAG	2001
History_1a-rdf.tsv	Miller, A.	4	39	SOUTH DAKOTA REVIEW	0038-3368	(Uk)RN112020597	SOUTH DAKOTA REVIEW 39(4), 143-144. (2001)	Beneath the Heart (poem)	xxu	eng	UNIVERSITY OF SOUTH DAKOTA	2001
History_1a-rdf.tsv	Lewis, S.	3	35	CANADIAN JOURNAL OF AFRICAN STUDIES	0008-3968	(Uk)RN112053499	CANADIAN JOURNAL OF AFRICAN STUDIES 35(3), 625-626. (2001)	Albert Wertheim. The Dramatic Art of Athol Fugard: From South Africa to the World	xxc	eng	CANADIAN ASSOCIATION OF AFRICAN STUDIES	2001
